NPRID,NAME,FACILITY,FACILITY_TYPE,ADDRESS,CITY,STATE,ZIP,HARD ADDRESS,LATITUDE,LONGITUDE,Agency,AgencyType,OWNER,OWNER_TYPE,REMARKS,PubRermarks,url,Entry,Source,Cost,Duplicate,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance,GEOCODE-ERROR
131,Possibility Playground,Upper Lake Park,,498 North Lake Street,Port Washington,WI,53074,"498 North Lake Street Port Washington, WI 53074",38.8980949,-76.9796563,,,City of Port Washington,Other,"This Leather and Associates playground includes a centralized Pirate Ship complete with waves, a rain wheel and a motion platform.  There are numerous slides, bridges, rings and monkey bars (both high and low), and tunnels to explore.  There is a lighthouse just like the in Port WashingtonÕs Harbor, a rock wall with a fantastic underwater mural, chain walk, and balance beams.  In the TOT Lot, a fairy tale castle, bouncy bridge, police car and a raised sandbox inspire younger children.  Both areas include a variety of swings, including several designed with additional support for children with limited muscle strength.  A music area features palm drums, metalliphones and a drum shaped like an alligator!","This playground includes a Pirate Ship complete with waves, a rain wheel and a motion platform.  There are slides, bridges, rings and monkey bars (both high and low), and tunnels, a lighthouse, rock wall, chain walk, and balance beams. The TOT lot offers  a fairy tale castle, bouncy bridge, police car and a raised sandbox.  Both areas include a variety of swings and the  music area features palm drums, metalliphones and a drum shaped like an alligator.",http://possibilityplayground.org/,Sophia,Mara,450000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,,Wilshire Crest Elementary School,,5241 West Olympic Boulevard,Los Angeles,CA,90036,"5241 West Olympic Boulevard Los Angeles, CA 90036",38.8980949,-76.9796563,,,City of Los Angeles,Municipal,,,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,,Lockwood Park,,4300 Graceland Boulevard,Racine,WI,53405,"4300 Graceland Boulevard Racine, WI 53405",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,Savannah's Place,Bradley Lake Park,,"531 31st Avenue, SE",Puyallup,WA,98374,"531 31st Avenue, SE Puyallup, WA 98374",38.8980949,-76.9796563,,,,,"This sensory rich play environment done by GameTime is totally ramped and offers music play including maracas, accessible swing seats, integrated shade, an abundance of ground level play activities.","This sensory rich play environment is totally ramped and offers music play including maracas, accessible swing seats, integrated shade, and an abundance of ground level play activities.",,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
135,Discovery Playground,Mirabeau Point Park,,"

 

2426 North Discovery Place",Spokane Valley,WA,99216,"

 

2426 North Discovery Place Spokane Valley, WA 99216",38.8980949,-76.9796563,,,,,"This playground with equipment from Landscape Structures Inc has poured-in-place safety surfacing and a variety of play panels, overhead events and ramps. In addition, a Sway Fun¨ glider and Elevated Sand Table provide sensory-rich experiences.   The playground consultant for this playground was OÕBrien & Sons.","This playground has poured-in-place safety surfacing and a variety of play panels, overhead events and ramps. In addition, a Sway Fun glider and Elevated Sand Table provide sensory-rich experiences.",,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,,Oakledge Park and Beach,,2 Flynn Avenue,Burlington,VT,5401,"2 Flynn Avenue Burlington, VT 5401",,,,,,,Home of one of the Forever Young accessible treehouses.,Home of one of the Forever Young accessible treehouses.,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
137,Adventure Playground,Whittier Community Center,,290 North 400 East,Logan,UT,8431`,"290 North 400 East Logan, UT 8431`",,,,,,,"Adventure Playground was built by 3000 volunteers over a six day period.  This one_of_a_kind project was designed with the help of local schoolchildren and includes a castle, pirate ship, tree house,music area, and much more. The playground area occupies nearly 20,000 square feet, and adjoining parkland with picnic tables,green space, and shady benches will create an atmosphere the whole family can enjoy.  The playground was designed by Leathers and Associates.","The20,000 square foot  playground  includes a castle, pirate ship, tree house,music area, and much more.",http://www.whittiercenter.org/playground/,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
138,,Veterans Memorial Park,,1985 West 7800 South,West Jordan,UT,84088,"1985 West 7800 South West Jordan, UT 84088",,,,,,,"This playground uses Landscape Structures equipment including a  PlayBooster playstructure, Evos playsystem and freestanding equipment. It is adjacent to the local Miracle League baseball field.   The playground consultant was Sonntag Recreation.","This playground equipment includes a  PlayBooster playstructure, Evos playsystem and freestanding equipment. It is adjacent to the local Miracle League baseball field.",,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
139,Ryan Gray Playground For All Children,Hillcrest School,,1045 Hilltop Drive,Lawrence,KS,66044,"1045 Hilltop Drive Lawrence, KS 66044",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,,Deerspring Park,,200 Deerfield Road,Deerfield,IL,60015,"200 Deerfield Road Deerfield, IL 60015",,,,,,,"The playground has rampways, slides, climbing structures and other components. It was built within the framework of existing trees at Deerspring Park to give it a ""treehouse"" feel.","The playground has rampways, slides, climbing structures and other components. It was built within the framework of existing trees at Deerspring Park to give it a ""treehouse"" feel.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
140,Boundless Play - Boundless Dreams,Pavilion Recreation Center,,4806 Old Spartanburg Road,Taylors,SC,29687,"4806 Old Spartanburg Road Taylors, SC 29687",,,,,,,The PlaygroundÓ has both a toddler area and a play area for 5-12 year olds. It is managed by Greenville Recreation District.,The playground has both a toddler area and a play area for 5-12 year olds.,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
141,Kid's Kove Playground,Barrington Town Hall Park,,283 Country Road,Barrington,RI,2806,"283 Country Road Barrington, RI 2806",38.8980949,-76.9796563,,,,,"The playground has a gazebo, a dozen swings (two of them oversized), a truck to drive, alligators to jump on, a giant rope pyramid, slides, a rope bridge, hammock and a large tower.","The playground has a dozen swings (two of them oversized), a truck to drive, alligators to jump on, a giant rope pyramid, slides, a rope bridge, hammock and a large tower.",,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,Hasbro Boundless Playground,Roger Williams Park Carousel Village,,1000 Elmwood Avenue,Providence,RI,2907,"1000 Elmwood Avenue Providence, RI 2907",38.8980949,-76.9796563,Parks and Recreation,,City of Providence,Municipal,"The colorful, fully enclosed playground with a Mr. Potato Head who greets children of all ages as they enter the park, now boasts a toddler area, slides, drums, play panels throughout the labyrinth of walkways, swings, slides and climbing structures.   Children with physical disabilities can enjoy at least 70% of the play activities without having to leave their support equipment behind.   The equipment from Play & Park Structures is designed to be sensory rich and developmentally appropriate so children with all types of abilities can laugh, play and grow together.   There is also a 3,500 square foot sensory garden which houses over 500 plants.   Visitors learn about horticulture and the natural world through plants that have different textures, scents and colors.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,CVS Caremark Boundless Playground,The Marshall Family Park,,1000 Eddy Street,Providence,RI,2905,"1000 Eddy Street Providence, RI 2905",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1439,Jonesboro Rotary Centennial Park,Craighead Forest Park,,4910 South Culberhouse,Jonesboro,AR,72404,"4910 South Culberhouse Jonesboro, AR 72404",38.8980949,-76.9796563,,,,,,"Play pieces include ground-level learning panels, elevated sand tables, bucket swings, a Sway Fun glider, and a splash pool.",,Margot,Clips,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,The Impossible Dream Playground,,,575 Centerville Road,Warwick,RI,2886,"575 Centerville Road Warwick, RI 2886",38.8980949,-76.9796563,,,,,"The playground is filled with swings, slides, see saws, sand boxes, fantasy play houses, miniature golf, an activity center, picnic areas and accessible rest rooms.   The playground is open April through October, 10:00 to 3:00 Wednesday through Saturday. There is no fee, however, a donation is requested.","A playground  with swings, slides, see saws, sand boxes, fantasy play houses, miniature golf, an activity center, picnic areas and accessible rest rooms.   Open April through October, 10:00 to 3:00 Wednesday through Saturday. Donation requested.",,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1440,Miracle League Park Playground,Junior Deputy,,2500 Cantrell Road,Little Rock,AR,72202,"2500 Cantrell Road Little Rock, AR 72202",38.8980949,-76.9796563,,,,,,"The playground features a toddler and belt swings, two roller coaster swings, a platform swing that a wheelchair can roll up on, an Omni spinner and a roller slide.",,Margot,Clips,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1441,Hui Aloha Playground,Keopuolani Park,,Keopuolani Parkway,Kahului,HI,96732,"Keopuolani Parkway Kahului, HI 96732",38.8980949,-76.9796563,,,,,,"The playground features pavilions, swings, jungle gyms, a mini climbing wall and rubberized surfaces for safe play.",,Margot,Clips,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1442,Universal Playground,Colvill Park,,510 Nymphara Lane,Red Wing,MN,55066,"510 Nymphara Lane Red Wing, MN 55066",38.8980949,-76.9796563,,,,,,"This playground has 2 play structures plus the Universal Playground, with various swings, slides and play equipment and an accessible raised bed garden",,Margot,http://www.red-wing.org/redwingplaygrounds.html,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1443,Silver Lake Community Playground,Silver Lake Park,,700 West Silver Lake Drive NE,Rochester,MN,55906,"700 West Silver Lake Drive NE Rochester, MN 55906",38.8980949,-76.9796563,,,,,,,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1444,Kaleidoscope,Wilson Regional Park,,625 Riverside Drive NE,St. Cloud,MN,56306,"625 Riverside Drive NE St. Cloud, MN 56306",38.8980949,-76.9796563,,,,,,"Play equipment includes a Sway-Fun glider, ramped bridges and play panels.",,Margot,http://www.stcloudstate.edu/gerontology/kaleidosco,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1445,Disability Connection Community Playground,Bruce Ladner Memorial Park,,Ball Park Road,Gulfport,MS,39503,"Ball Park Road Gulfport, MS 39503",38.8980949,-76.9796563,,,,,,"The new playground has a variety of specialized equipment designed for everyone to play, a lighted walking track, benches, accessible bathrooms, shade, and ample parking",,Margot,http://disabilityconnection.org/home/,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1446,West Side Park,,,4010 West Beach,Gulfport,MS,39501,"4010 West Beach Gulfport, MS 39501",38.8980949,-76.9796563,,,,,,,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1447,Play Garden Park,,,210 Cedar Street,Fulton,MS,38843,"210 Cedar Street Fulton, MS 38843",38.8980949,-76.9796563,,,,,,This park has a castle theme with areas for children ages 2-5 years old and areas for older kids ages 5Ð12 years old. The areas are on poured in place surfacing with fencing around the entire play area.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1448,East Side Elementary School,,Public school,813 East Broad Street,West Point,MS,39773,"813 East Broad Street West Point, MS 39773",38.8980949,-76.9796563,,,,,,Facilities available for play during non-school hours. This school playground has Evos play structures and sensory wall panels.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1449,Stone Elementary School,,Public school,1652 East Central Avenue,Wiggins,MS,39577,"1652 East Central Avenue Wiggins, MS 39577",38.8980949,-76.9796563,,,,,,Facilities available for play during non-school hours. The playground has Evos play structures with a Sway Fun Glider.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,Matty's Place,The Hazard School,,153 School Street,Wakefield,RI,2879,"153 School Street Wakefield, RI 2879",38.8980949,-76.9796563,,,,,This playground was designed by Kompan.,,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1450,Perkinston Elementary School,,,40 2nd Street,Perkinston,MS,39573,"40 2nd Street Perkinston, MS 39573",38.8980949,-76.9796563,,,,,,Facilities available for play during non-school hours. There are structures with accessible components as well as a Sway Fun Glider,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1451,East Central Lower Elementary School,,,5621 Hwy 614,Hurley,MS,39562,"5621 Hwy 614 Hurley, MS 39562",38.8980949,-76.9796563,,,,,,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1452,East Central Upper Elementary School,,,5400 Hurley Wade Road,Moss Point,MS,39562,"5400 Hurley Wade Road Moss Point, MS 39562",,,,,,,,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1453,Vancleave Lower Elementary School,,,12602 Highway 57,Vancleave,MS,39565,"12602 Highway 57 Vancleave, MS 39565",,,,,,,,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1454,Vancleave Upper Elementary School,,,13901 Highway 57,Vancleave,MS,39565,"13901 Highway 57 Vancleave, MS 39565",38.8980949,-76.9796563,,,,,,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1455,St. Martin East Elementary School,,,7508 Rose Farm Rd,Ocean Springs,MS,39564,"7508 Rose Farm Rd Ocean Springs, MS 39564",38.8980949,-76.9796563,,,,,,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1456,St. Martin Upper Elementary School,,,10910 Yellow Jacket Boulevard,Ocean Springs,MS,39564,"10910 Yellow Jacket Boulevard Ocean Springs, MS 39564",38.8980949,-76.9796563,,,,,,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1457,St.Martin North Elementary School,,,16308 Lemoyne Boulevard,Biloxi,MS,39532,"16308 Lemoyne Boulevard Biloxi, MS 39532",38.8980949,-76.9796563,,,,,,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1458,Casey White Playground,Stevens Park,,376 Mammoth Road,Manchester,NH,3109,"376 Mammoth Road Manchester, NH 3109",38.8980949,-76.9796563,,,,,,,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1459,Chatauqua Park,Chatauqua Pavilion,,West 5th Street,Hastings,NE,68901,"West 5th Street Hastings, NE 68901",38.8980949,-76.9796563,,,,,,This parks features a completely handicapped accessible playground structure,,Margot,http://cityofhastings.org/parks/parks/parks.htm,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,,Globe Park Elementary School,,192 Avenue A,Woonsocket,RI,2895,"192 Avenue A Woonsocket, RI 2895",38.8980949,-76.9796563,,,,,"The playground was built in mind for those with physical disabilities, sensory issues, visual impairments, deafness, or cognitive delays, too. It includes a good-size jungle gym, swings, a see-saw and more.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1460,Challenger Place,Dorbrook Park,,209 County Road 537,Colts Neck,NJ,7722,"209 County Road 537 Colts Neck, NJ 7722",38.8980949,-76.9796563,,,,,,,,Margot,http://www.eteamz.com/challengedyouthsports/news/i,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1461,Tony's Place,Seven Presidents Park,,221 Ocean Avenue North,Long Branch,NJ,7740,"221 Ocean Avenue North Long Branch, NJ 7740",38.8980949,-76.9796563,,,,,,"The playground features a sand and music areas, tunnels, slides, and bridges.",,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1462,CSURE Playground,Boardwalk,,South Somerset Avenue,Ventnor City,NJ,8406,"South Somerset Avenue Ventnor City, NJ 8406",38.8980949,-76.9796563,,,,,,,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1463,Votee Park,,,250 Colonial Court,Teaneck,NJ,7666,"250 Colonial Court Teaneck, NJ 7666",38.8980949,-76.9796563,,,,,,"The play structures  include slides, climbing events, balancing floating stones and log roll, upper body challenges, wheelchair ramps, transfer stations and play panels. . For the 2-5 year olds, ground level play panels, spring animals, ground level climb",,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1464,All Children's Playground,Edgemont Memorial Park,,20 Edgemont Road,Montclair,NJ,7042,"20 Edgemont Road Montclair, NJ 7042",38.8980949,-76.9796563,,,,,,,,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1465,Fort Medford Playground,Bob Meyer Park,,100 Commonwealth Drive,Medford,NJ,8055,"100 Commonwealth Drive Medford, NJ 8055",38.8980949,-76.9796563,,,,,,"The fort has ramps that lead up to decks with play panels. This park includes swings, slides, an interactive musical wall, a sandbox, a sway boat and a roller slide that is designed for children with no lower body mobility.",,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1465,Deerwood Rotary Childrens Park,Deerwood Rotary Childrens Park,,7901 Baymeadows Road East,Jacksonville,FL,32256,"7901 Baymeadows Road East Jacksonville, FL 32256",38.8980949,-76.9796563,City of Jacksonville,Municipal,City of Jacksonville,Municipal,This handicapped accessible park for children is named Deerwood Rotary Children's Park.,This handicapped accessible park for children is named Deerwood Rotary Children's Park.,http://apps2.coj.net/parksinternet/parkdetails.asp?parkid=195,Stiles,http://apps2.coj.net/parksinternet/parkdetails.asp?parkid=195,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1466,Phil Rizzuto Park,,,North Avenue,Elizabeth,NJ,7208,"North Avenue Elizabeth, NJ 7208",38.8980949,-76.9796563,,,,,,"The park is a 10.4-acre multi-use facility that also contains a Boundless Playground area, which allows children with disabilities to play along side their peers",,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1467,Dream Playground for North Las Vegas Children,,,710 West Lake Mead Boulevard,North Las Vegas,NV,89030,"710 West Lake Mead Boulevard North Las Vegas, NV 89030",38.8980949,-76.9796563,,,,,,"The playground includes Tot Lot, larger play structure for children ages 5-12, safety sign in Braille, slides and play components, climbing and balancing activities and sign language board.",,Margot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
